Date,Close/Last,Volume,Open,High,Low
12/26/2019,3244.4,N/A,3244.4,3244.4,3244.4
12/24/2019,3225.7,5,3229.8,3229.8,3229.8
12/23/2019,3227.2,10,3227.7,3232.3,3227.7
12/20/2019,3225.7,5,3211.5,3216.5,3208.9
12/19/2019,3211.7,11,3198.6,3201.2,3195
12/18/2019,3199.3,15,3196.9,3199,3196.9
12/17/2019,3195.4,21,3198.2,3201.2,3194
12/16/2019,3198.4,1,3183.7,3183.7,3183.7
12/13/2019,3175.2,49,3181.1,3186.7,3165.9
12/12/2019,3167.9,6,3146.7,3146.7,3139.4
12/11/2019,3143.1,13,3133.8,3141.9,3133.5
12/10/2019,3136,8,3122.8,3138.4,3122.4
12/09/2019,3134.5,12,3143.8,3143.9,3142.5
12/06/2019,3146.1,42,3125,3138.6,3124.3
12/05/2019,3117.7,13,3116.1,3123.7,3116.1
12/04/2019,3111.1,20,3084,3108,3082.9
12/03/2019,3091.1,63,3115.3,3120,3086.3
12/02/2019,3114.2,8,3146.3,3150,3144
11/29/2019,3143.7,38,3146.4,3153.6,3141.8
11/27/2019,3153.8,21,3144.9,3150.5,3144.9
11/26/2019,3143.7,34,3144.1,3144.1,3132.2
11/25/2019,3132.7,12,3116,3118.7,3116
11/22/2019,3111.6,12,3114,3114,3105.8
11/21/2019,3103.9,86,3100.2,3114,3093
11/20/2019,3109,29,3112,3114,3106
11/19/2019,3118.5,25,3117.5,3132,3117.5
11/18/2019,3121.8,24,3125.1,3127.2,3122.8
11/15/2019,3118.3,9,3097.8,3110.6,3097.8
11/14/2019,3096.9,5,3098,3098,3089.9
11/13/2019,3095.6,7,3087.5,3087.5,3077.4
11/12/2019,3091.9,7,3092,3092.4,3087.9
11/11/2019,3087.4,8,3091.4,3091.4,3078.5
11/08/2019,3090.6,28,3089.9,3089.9,3078.5
11/07/2019,3085.9,38,3076.5,3090.3,3072
11/06/2019,3075.6,11,3070.7,3074.3,3070.7
11/05/2019,3071.9,13,3078.9,3084.3,3078.9
11/04/2019,3075.7,40,3072.1,3079,3072.1
11/01/2019,3063.2,30,3042.5,3063.1,3038.8
10/31/2019,3035.8,32,3049.2,3049.2,3039
10/30/2019,3047.8,4,3034.3,3052.5,3032.5
10/29/2019,3035.7,13,3037.2,3041.2,3031
10/28/2019,3036.3,8,3023.8,3038.9,3023.8
10/25/2019,3020.3,10,3004.9,3008.8,3004.9
10/24/2019,3004.2,42,3012,3012.9,3008.5
10/23/2019,3005.7,7,2985,2993.4,2985
10/22/2019,2994.5,6,3008.7,3008.7,3002.3
10/21/2019,3006.5,23,2985,3000.5,2985
10/18/2019,2988.2,36,2996.5,2998.1,2991
10/17/2019,2997.9,73,2992.9,3004.8,2992.9
10/16/2019,2991.4,50,2996.2,2996.2,2985
10/15/2019,2997.7,33,2969.8,2996.5,2969.8
10/14/2019,2965.5,56,2975.3,2982,2956.4
10/11/2019,2970.8,51,2948,2973.1,2945.4
10/10/2019,2941.1,180,2914.7,2953.7,2883.9
10/09/2019,2918.9,88,2893.5,2927,2891.4
10/08/2019,2892.6,62,2946.2,2946.2,2912.6
10/07/2019,2937.5,46,2929,2943.6,2929
10/04/2019,2951,99,2907.7,2920,2900.2
10/03/2019,2911.8,25,2888,2894,2879.8
10/02/2019,2880.6,64,2942,2946,2918.5
10/01/2019,2937.8,37,2991,2991,2987.3
09/30/2019,2978.5,27,2974,2975,2968.2
09/27/2019,2963.8,17,2973.3,2989.4,2973.3
09/26/2019,2980.5,7,2983,2991.1,2980.2
09/25/2019,2986.3,40,2971.3,2973.2,2959.7
09/24/2019,2970.2,51,3007.4,3012,3002.2
09/23/2019,2997.1,21,3003,3003.3,2987.9
09/20/2019,2989.5,118,3010.5,3015.7,3010.5
09/19/2019,3007.9,7,3008.3,3008.3,3001
09/18/2019,3008.6,30,3004.2,3012.6,3003.5
09/17/2019,3007.9,28,3005.5,3005.5,2996.5
09/16/2019,3001.5,23,2994.4,3005.1,2987.5
09/13/2019,3008.6,5,3019.7,3025.3,3009.2
09/12/2019,3011.8,73,3002.4,3017.5,3002.4
09/11/2019,3002,16,2985.7,3004,2979.5
09/10/2019,2978.5,30,2972.8,2973.6,2967.3
09/09/2019,2978.2,34,2984.7,2990.8,2984.4
09/06/2019,2980.8,33,2979,2983.9,2978.2
09/05/2019,2972,94,2938,2970,2937
09/04/2019,2938.5,64,2902.8,2935.3,2902.8
09/03/2019,2905.9,206,2898.5,2920.9,2890.3
08/30/2019,2942,33,2922.4,2944.6,2922.4
08/29/2019,2926.7,50,2884.2,2919.7,2883.5
08/28/2019,2889.8,49,2872.6,2888.5,2856.7
08/27/2019,2865.4,77,2882,2894.6,2870.9
08/26/2019,2883.3,343,2820.7,2887.6,2811.3
08/23/2019,2855.6,208,2923.5,2936.5,2849.7
08/22/2019,2922.3,40,2933.3,2937,2925.2
08/21/2019,2929.2,25,2897.7,2920.3,2897.7
08/20/2019,2898.2,38,2921.8,2932,2898
08/19/2019,2923.7,47,2904.2,2923.7,2901.5
08/16/2019,2891.5,102,2851.3,2893,2850.3
08/15/2019,2848.6,322,2836.6,2870.6,2819.3
08/14/2019,2840.7,96,2930,2935,2836.7
08/13/2019,2932,64,2882.1,2933,2868.4
08/12/2019,2880.3,73,2922.8,2930.4,2881.3
08/09/2019,2919.7,132,2930.2,2933.7,2916.5
08/08/2019,2940.1,116,2883.7,2894,2874.3
08/07/2019,2880.6,115,2875.3,2885.7,2845.4
08/06/2019,2876,268,2812.1,2877.5,2776.3
08/05/2019,2830.1,224,2927.8,2931.2,2822.8
08/02/2019,2932.4,172,2951.2,2954.2,2932.4
08/01/2019,2951.9,50,2970.8,2987,2950.5
07/31/2019,2982.3,36,3015.1,3019.5,2972.8
07/30/2019,3012.3,45,3026,3026,3005
07/29/2019,3021.8,13,3025.1,3025.2,3021
07/26/2019,3024.5,18,3008,3024.5,3007.6
07/25/2019,3006.5,16,3023.2,3027.2,3005
07/24/2019,3021.6,10,3006.5,3019.5,2999
07/23/2019,3008,15,2992.5,3003.1,2992.5
07/22/2019,2989,27,2974.6,2987.5,2974.6
07/19/2019,2976.9,51,3008,3008,2972.8
07/18/2019,2997.6,32,2983.8,3005.3,2976.6
07/17/2019,2985,3,3008.8,3011.9,3008.8
07/16/2019,3007,34,3016.9,3021.5,3016.5
07/15/2019,3017.3,13,3012.9,3022.6,3012.9
07/12/2019,3015.4,12,3006,3011.5,3006
07/11/2019,3003.9,18,2996,3006,2996
07/10/2019,2997.4,36,2984,2994.3,2976.5
07/09/2019,2982.1,28,2967.8,2983,2964.5
07/08/2019,2978.6,39,2993.9,2993.9,2979.3
07/05/2019,2990.4,70,3004,3004,2985.4
07/03/2019,3000.3,5,3004,3004,2999
07/02/2019,2979.6,18,2963.5,2979.5,2963.1
07/01/2019,2967.7,80,2957.2,2980.5,2957.2
06/28/2019,2944.2,26,2937,2953.5,2930.1
06/27/2019,2930.9,70,2916,2934.9,2916
06/26/2019,2917.9,29,2925.1,2937,2918
06/25/2019,2922.1,12,2952,2955.8,2944.6
06/24/2019,2952.1,6,2952,2956.9,2952
06/21/2019,2950.6,63,2957.2,2959.1,2948
06/20/2019,2960,89,2931.7,2962,2931.1
06/19/2019,2933.4,44,2924.9,2933.5,2924
06/18/2019,2926.2,60,2891,2926.7,2891
06/17/2019,2896.3,11,2897.6,2904.2,2897.2
06/14/2019,2894.8,15,2896.7,2901.2,2889.5
06/13/2019,2894.4,48,2883.7,2891.2,2876.1
06/12/2019,2881,26,2885.7,2886.8,2877.1
06/11/2019,2886.9,38,2891.3,2906,2885.5
06/10/2019,2889.2,51,2887,2895.2,2883.6
06/07/2019,2874.9,133,2839.5,2876.5,2839.4
06/06/2019,2845.7,74,2818.7,2842.3,2814.2
06/05/2019,2827.7,82,2812.3,2828.2,2807.6
06/04/2019,2804.9,60,2754.9,2768.7,2744.9
06/03/2019,2749.6,157,2749,2753.2,2733
05/31/2019,2752.6,143,2786.4,2786.4,2750.8
05/30/2019,2790.4,80,2781.5,2792,2779.8
05/29/2019,2780.1,173,2802.3,2802.3,2779.7
05/28/2019,2805.1,101,2831.2,2837.8,2801.3
05/24/2019,2831.8,73,2834,2834.1,2827.4
05/23/2019,2819.4,115,2854,2854,2820
05/22/2019,2857.4,98,2864.8,2867.6,2848.8
05/21/2019,2866.1,59,2849.4,2863,2846.8
05/20/2019,2843.9,86,2865.5,2874.5,2837.1
05/17/2019,2862,75,2879.7,2882,2854.9
05/16/2019,2878.6,112,2853,2879.5,2842.3
05/15/2019,2855,59,2841.5,2856.3,2820.6
05/14/2019,2839.2,137,2803.5,2839.5,2799.3
